가가호호 방문하다 
비난을 가하다
비난을 감수하다
비난을 면하다
비난을 받다
비난을 퍼붓다
비난이 돌아오다
비난이 쏟아지다
비난이 일다
비녀를 지르다
비늘을 벗기다
비디오를 보다
비례관계에 있다
비례를 이루다
비로 쓸다
비료를 쓰다
비료를 주다
비를 만나다
비를 퍼붓다
비리가 있다
비린내가 나다
비명에 가다
비명에 죽다
비명을 지르다
비밀누설을 막다
비밀로 하다
비밀에 부치다
비밀에 싸이다
비밀을 누설하다
비밀을 지키다
비밀을 캐다
비밀을 털어놓다
비밀을 폭로하다
비밀이 새다
비밀이 있다
비바람을 맞다
비바람이 몰아치다
비바람이 치다
비바람이 휘몰아치다
비법을 전수받다
비법을 전수하다
비법을 터득하다
비법이 있다
비보에 접하다
비상사태를 선포하다
비상수단을 강구하다
비상수단을 쓰다
비상이 걸리다
비석을 세우다
비약적인 발전
비용이 들다
비웃음을 사다
비위가 당기다
비위가 약하다
비위가 좋다
비위가 틀리다
비위를 거스르다
비위를 건드리다
비위를 맞추다
비위에 거슬리다
비위에 맞다
비유를 쓰다
비자를 받다
비준을 받다
비중을 두다
비중이 크다
비지땀을 흘리다
비탈이 지다
비틀비틀 걷다
비판을 가하다
비판을 받다
비판이 있다
비행을 저지르다
비호를 받다
빈대떡을 부치다
빈둥빈둥 놀다
빈정거리는 말투
빈축을 사다
빈칸을 메우다
빈칸을 채우다
빌미가 되다
빌미로 삼다
빌미를 잡다
빗물이 괴다
빗방울이 듣다
빗으로 빗다
빗장을 걸다
빗장을 벗기다
빗장을 지르다
빗장을 풀다
빙그레 웃다
빙글 웃다
빙긋이 웃다
빙빙 돌다
빚을 내다
빚을 떼어먹다
빚을 지다
빛깔이 바래다
빛나는 전과
빛을 내다
빛을 발하다
빛이 나다
빨대로 빨다
빨래를 널다
빨래를 말리다
빨래를 빨다
뺑소니를 치다
뺨이 달아오르다
뺨이 발그레하다
뻐끔뻐끔 담배를 피우다
뻔질나게 드나들다
뻥 차다
뻥을 까다
뻥을 치다
뼈를 깎는 노력
뼈를 맞추다
뼈를 발라내다
뼈마디가 쑤시다
뼈빠지게 일하다
뼈저리게 느끼다
뾰류지가 나다
뾰족한 수
뿌리를 뻗다
뿔로 받다
뿔뿔이 흩어지다
뿔이 나다
뿔이 돋다
삐삐를 치다
사각모를 쓰다
사건을 일으키다
사건이 번지다
사건이 일어나다
사건이 터지다
사격을 받다
사고가 나다
사고가 있다
사고를 내다
사고를 당하다
사고를 치다
사과를 받다
사과문을 발표하다
사교계에 나가다
사군자를 치다
사기가 떨어지다
사기극을 꾸미다
사기를 꺾다
사기를 당하다
사기를 떨어뜨리다
사기를 북돋우다
사기를 앙양하다
사기를 치다
사냥을 나가다
사단을 일으키다
사달이 나다
사대주의에 빠지다
사돈을 맺다
사돈이 되다
사람을 두다
사람을 쓰다
사람을 잃다
사랑에 빠지다
사랑을 나누다
사랑을 받다
사랑을 이루다
사랑을 잃다
사랑을 주고받다
사랑을 주다
사랑의 보금자리
사랑이 있다
사레가 들리다
사려가 깊다
사력을 다하다
사령을 내리다
사령을 받다
사령탑에 오르다
사령탑으로 기용하다
사례가 있다
사례로 들다
사례를 받다
사례를 하다
사르르 녹다
사리사욕을 꾀하다
사리사욕을 채우다
사리에 맞다
사리에 밝다
사리에 어긋나다
사망자를 내다
사면초가에 빠지다
사명을 띠다
사모의 정
사무가 바쁘다
사무를 보다
사무실을 내다
사무에 밝다
사방에 있다
사복을 채우다
사뿐사뿐 걷다
사사건건 간섭하다
사사건건 반대하다
사사로운 정
사상자가 나다
사상자를 내다
사색에 잠기다
사색이 되다
사생결단을 내다
사선을 넘다
사설을 늘어놓다
사설이 길다
사세가 불리하다
사세가 확장되다
사식을 넣다
사신으로 가다
사신이 오다
사실을 들다
사심을 버리다
사심을 품다
사심이 없다
사약을 내리다
사약을 받다
사양길에 들어서다
사양길에 접어들다
사업에 실패하다
사업을 벌이다
사업을 펴다
사업을 확장하다
사연이 있다
사욕을 채우다
사용료를 내다
사용료를 받다
사운을 걸다
사유가 있다
사의를 표명하다
사의를 표하다
사이가 가깝다
사이가 나쁘다
사이가 뜨다
사이가 멀다
사이가 벌어지다
사이가 좋다
사이를 갈라놓다
사이를 벌리다
사인을 보내다
사재를 털다
사전에 준비하다
사전을 찾다
사정에 밝다
사정에 어둡다
사정을 보다
사정이 딱하다
사정이 있다
사정이 허락하다
사족을 달다
사주가 나쁘다
사주가 좋다
사주를 보다
사지가 멀쩡하다
사직원을 내다
사진을 박다
사진을 인화하다
사진을 찍다
사진을 현상하다
사진이 걸리다
사진이 잘 나오다
사찰을 받다
사채를 쓰다
사태가 번지다
사태가 호전되다
사태를 관망하다
사태를 수습하다
사태를 악화시키다
사투를 벌이다
사투리를 쓰다
사표를 반려하다
사표를 수리하다
사행심을 조장하다
사형에 처하다
사형을 당하다
사형을 받다
사활을 걸다
사활이 걸리다
사회를 보다
사회보장을 받다
삭신이 쑤시다
산고를 치르다
산기가 있다
산더미처럼 쌓이다
산들산들 불다
산맥을 이루다
산불이 나다
산사태가 나다
산산이 부서지다
산산조각이 나다
산소에 가다
산재를 당하다
살기가 돌다
살기가 등등하다
살기를 띠다
살뜰히 보살피다
살래살래 고개를 흔들다
살림을 꾸리다
살맛이 나다
살살 녹다
살살 달래다
살얼음이 깔리다
살을 먹이다
살을 빼다
살이 빠지다
살이 찌다
살집이 붙다
살짝 건드리다
살짝 스치다
삶이 힘겹다
삼각관계를 이루다
삼단같은 머리
삼매경에 빠지다
삼삼오오 짝을 짓다
삼재가 끼다
삼족을 멸하다
삽화를 넣다
상관관계가 있다
상관이 있다
상궤를 벗어나다
상금을 걸다
상금을 받다
상금을 주다
상금을 타다
상금이 걸리다
상기된 표정
상납을 받다
상념에 빠지다
상념에 잠기다
상다리가 휘어지게 차리다
상담을 받다
상대가 있다
상사병이 나다
상상의 나래를 펴다
상상의 나래를 펼치다
상상이 가다
상에 내다
상에 올리다
상여를 메다
상을 당하다
상을 물리다
상을 받다
상을 벗다
상을 보다
상을 세우다
상을 입다
상을 주다
상을 차리다
상을 타다
상종을 못하다
상종을 아니하다
상중에 있다
상처가 나다
상처가 낫다
상처가 아물다
상처가 있다
상처를 내다
상처를 받다
상처를 입다
상처를 주다
상태에 두다
상태에 빠지다
상태에 있다
상투를 틀다
상해를 입다
상황에 빠지다
상황에 있다
상황을 보다
상황이 불리하다
상황이 유리하다
샅샅이 뒤지다
새가 지저귀다
새끼를 배다
새끼를 치다
새벽이 오다
새순이 돋다
새순이 트다
새우잠을 자다
새침을 떨다
새침을 떼다
색깔을 내다
색깔이 있다
색다른 묘미
색소폰을 불다
색이 바래다
색이 엷다
색인을 달다
샘을 내다
샘이 나다
생각에 빠지다
생각에 잠기다
생각을 내놓다
생각을 내다
생각을 돌이키다
생각을 먹다
생각을 품다
생각이 나다
생각이 들다
생각이 떠오르다
생각이 있다
생계를 꾸리다
생계를 유지하다
생계를 잇다
생글생글 웃다
생긋 웃다
생기가 나다
생기가 돌아오다
생기를 잃다
생돈을 쓰다
생떼를 쓰다
생명을 건지다
생명을 걸다
생명을 잃다
생명을 지키다
생명의 은인
생사를 걸다
생사를 모르다
생색을 내다
생채기가 나다
생채기를 내다
생트집을 부리다
생트집을 잡다
생활을 꾸리다
생활이 어렵다
생활이 윤택하다
샴페인을 터뜨리다
서리가 내리다
서리를 맞다
서명날인을 받다
서명을 받다
서문을 쓰다
서비스를 받다
석별의 정
선거가 있다
선거를 치르다
선거에 나가다
선거에 이기다
선거에 지다
선거에 출마하다
선견지명이 있다
선고를 내리다
선고를 받다
선글라스를 끼다
선글라스를 벗다
선글라스를 쓰다
선두를 지키다
선두에 서다
선례가 있다
선망의 대상
선물을 받다
선물을 주다
선봉에 서다
선수를 빼앗기다
선수를 쓰다
선수를 치다
선심을 쓰다
선약이 있다
선을 긋다
선을 보다
선의의 거짓말
선입견을 가지다
선입견을 버리다
선잠이 들다
선풍기를 끄다
선풍기를 켜다
선풍기를 틀다
설득력을 잃다
설득력이 있다
설레설레 흔들다
설설 끓다
설움을 겪다
설움을 당하다
설움이 북받치다
설을 쇠다
설이 떠돌다
설이 있다
설전을 벌이다
성격이 무던하다
성격이 원만하다
성공을 거두다
성공을 하다
성공의 비결
성과가 있다
성과를 거두다
성과를 내다
성과를 보다
성과를 올리다
성금을 내다
성깔을 부리다
성깔이 사납다
성냥을 긋다
성례를 올리다
성례를 치르다
성명을 발표하다
성미가 급하다
성미에 맞다
성사가 되다
성시를 이루다
성심을 다하다
성업을 이루다
성에가 끼다
성원을 받다
성을 내다
성의가 없다
성의가 있다
성의를 다하다
성의를 보이다
성이 나다
성적을 내다
성적을 받다
성질을 내다
성질을 부리다
성질이 사납다
